time	case	agent	idea	before	after	status	lesson
2026-09-18T18:00	medical	bigbets	[BB1] pooled LOCO gate-first re-selector, LoRA Qwen3-Reranker (medical-bigbet-1)	0.7801	0.7874+-0.0062	discard	+0.007 below 2 se; BB1 folded into lesson after 3 iterations
2026-09-18T18:00	medical	bigbets	[BB3] extractive reader over no-sampling unit pool (medical-bigbet-2-it3)	0.7672	0.7749+-0.0127	discard	dead end; pool selection unsolved
2026-09-18T20:00	medical	fast-lane	[FB4-B] MED_ASR_BEAM 8, ASR+timing knobs, no LLM prompt change (medical-fast-r4-2 fr4-b2)	0.781	0.7749+-0.0033	discard	FB4-B batch (T-asr/B islands, cheap ASR/timing tweaks) exhausted on cached large-v3-turbo transcripts (byte-verified fresh); best candidate still below base, no >2se win
2026-09-18T22:00	medical	bigbets	[BB-T1] Whisper-grid start-edge source match; pre-registered segment-start snap S3 on 5 unseen pred files (medical-bigbet-1-t1-it3)	0.7632	0.7735+-0.0032	discard	test +1.6-1.8 se (5/5 positive) < 2 se; dev 3.1-3.4 se; BB-T1 folded
2026-09-18T22:00	medical	bigbets	[BB-T3] learned frame-level start/END/EDGE-ALL heads + nested-LOCO variant selection (medical-bigbet-2-bbt3-it4)	0.7801	0.7858+-0.0022	discard	END head null; test +0.0041 (0.98 se); confirm re-score failed; BB-T3 closed after 4 its
2026-09-18T22:30	medical	fast-lane	[B timing] onset(-0.04)+sentstart4 start rule implemented (spans.onset_sentstart, MED_SPAN_ONSET_SENTSTART, off by default) and scored via real offline_eval.py on 3 cached production reps (medical-fast-r5-onset)	prod re-derived: r1 0.764/0.790 r2 0.749/0.788 r3 0.744/0.802 (dev/test)	onset_sentstart4: r1 0.780/0.801 r2 0.764/0.803 r3 0.758/0.814 (dev/test), positive both halves 3/3 reps	handed-off	B-island start rule (idle 2 gens per ISLANDS.md) confirmed with the real scorer, not just replay tIoU; matches earlier understanding-lane pooled +0.0248/+0.0068 dev, +0.0211/+0.0117 test; handed to evolve (medical-fast-r5-onset), not merged by fast lane
2026-09-18T23:00	medical	fast-lane	[FB6-A] onset+3 new knobs (MED_SPAN_ONSET_FALLBACK_SHIFT/MINSIL/DB) wired into spans.onset_sentstart/pipeline.py, all default=base (medical-fast-r6-1)	0.7719	0.7858+-0.0035	discard	FB6-A knob sweep on top of r5-onset found no variant beating base; base itself unchanged (medical-fast-r6-1 = main+r5-onset merge, knobs off by default, safe no-op)
2026-09-18T23:00	medical	fast-lane	[FB6-4] pre-registered combo: onset(r5) + fb6-1 U-rule + fb6-2 coverage-next + fb6-3 quote_gate=any (cherry-picked cluster-aware quote-gate knobs MED_QUOTE_GATE/MED_QUOTE_ELLIPSIS/MED_MULTI_FALLBACK from medical-evolve-g4-2) (medical-fast-r6-2)	0.7858	0.7967+-0.006	handed-off	combining onset start-rule with cluster-aware quote-gate knobs stacks positively (+0.0109 over r6-1 base, pre-registered not post-hoc); handed to evolve/merge authority as medical-fast-r6-2, not merged by fast lane
2026-09-18T16:05	medical	evolve	[T-llm] CPU bge locator sidecar (K=12 lexical prefilter) as per-question LLM-failure fallback (medical-evolve-g4-2, Tllmfolded-g4-3); LLM-dead test, frozen offline_eval	heuristic fallback 0.5799 dev / 0.5338 test	0.6396 / 0.6294; paired dev +0.059+-0.022, test +0.102+-0.039 (2.6 se each); 50% HTTP-500: 0.674 -> 0.715	keep	CPU quota 7.65 cores makes full-candidate bge infeasible (2500 pairs 91 s); lexical top-12 prefilter keeps nearly all of it at ~0.8 s/question
2026-09-18T16:05	medical	evolve	[T-llm] happy path + e2e of medical-evolve-g4-2 (new port 9064)	0.7697 same-run old code (offline), 0.774 e2e (g2-1)	offline 0.7741 (paired +0.0036+-0.0037, 310/310 LLM); mock-LLM old vs new byte-identical; e2e conc1 0.774 (4.2 s mean / 7.4 worst), conc2 0.773 p95 8.9 s, LLM-dead conc2 0.635 p95 18.4 s	keep	insurance only: identical output when the LLM is up
2026-09-18T16:05	medical	evolve	[T-llm] REDEPLOY :9054 from medical-evolve-g4-2 + sidecar :9061 + portal validation #3 uuid 584e7b1d977d447bbfdc3b8dd40bb203	0.7207 (portal #2)	0.7209 (19 convs, 0 errors); 190/190 LLM, 0 heur, 0 loc, p95 5.3 s	keep	portal unchanged as expected (no failures occurred); the fallback is insurance for the final run
2026-09-18T16:06	medical	evolve	[A llmquote] g4-1 quote_span gate/ellipsis/fallback knobs (replay)	0.7751	0.7788+-0.0014	discard	quote-matching variants move <2se; span loss is not in quote matching
2026-09-18T16:06	medical	evolve	[T-llm folded] g4-2 bge-reranker locator as per-question LLM-failure fallback	0.7697	0.7741+-0.0037 (LLM-dead 0.580/0.534->0.640/0.629)	keep	insurance only: happy path unchanged; merged to main as production sync
2026-09-18T16:06	medical	evolve	[T-asr folded] g4-3 MMS_FA CTC-aligned word timestamps (replay)	0.7801	0.7883+-0.0023	discard	+0.008 promising but audit found no >2se win on both halves; needs more reps
2026-09-18T23:00	medical	fast-lane	[FB6-B] stack near-miss zero-LLM span tweaks on the onset base: fb6-1 U-rule (MED_MULTI_FALLBACK=unit), fb6-2 coverage-next end extension, fb6-3 MED_QUOTE_GATE=any, fb6-4 pre-registered combo of all three (medical-fast-r6-2), zero-LLM replay on 4 cached production reps (a1_r1..r3 + r4_1/base) with real offline_eval.py, paired vs the onset(-0.04)+sentstart4/SHIFT_S=0 base	onset base pooled (4 reps): dev 0.7693 test 0.8048 (all 0.7858)	fb6-1 dev +0.0110+-0.0059 (1.87se) test +0.0097+-0.0099 (0.98se); fb6-2 dev +0.0001 test +0.0067+-0.0060 (1.12se); fb6-3 dev +0.0010 test +0.0052+-0.0052 (1.00se); fb6-4 combo dev +0.0112+-0.0059 (1.90se) test +0.0119+-0.0104 (1.15se), all-halves +0.0115+-0.0060 (1.93se) -- best variant, positive both halves in 4/4 reps but neither half clears 2se	discard	stacking does not rescue the near-misses: fb6-1 (the U rule) dominates the combo (13-16 fires/run) and fb6-2/fb6-3 add only marginal extra fires once it is applied (5-6 and 3-4/run, overlapping with U-fired cases), so fb6-4 is close to fb6-1 alone, not the sum of parts; the pre-registered combo (fb6-4) is the best variant but fails the >2se-both-halves bar (1.90/1.15se) -- do not hand off; do not keep chasing this batch with more parameter combinations, the ceiling here is the location-selection problem (ISLANDS.md C/D), not more span-shape rules
2026-09-18T14:15	medical-fast-r1-1-fr1a	fast-lane	FR1-A onset start-rule edge cases on fb6-4 (all variants discard)	0.8013	0.8015+-0.0002	discard	Base = medical-fast-r6-2 fb6-4 combo (onset(-0.04)+sentstart4, MED_QUOTE_GATE=any, MED_MULTI_FALLBACK=unit, coverage-next-end) replayed via new medical/fr1a_replay.py against frozen offline_eval.py on same 4 cached prod examples; start-rule edge-case tweaks did not beat base by >2se
2026-09-18T14:15	medical-fast-r1-2-fr1b	fast-lane	FR1-B fb6-4 base unchanged, no variant beat it	0.7967	0.7967+-0	discard	Branch medical-fast-r1-2 was taken by an unrelated old fast-lane-round-2 worktree, so used medical-fast-r1-2-fr1b fresh off main (119e4da) with medical-fast-r6-2 spans.py additions (quote_span/onset_sent); no FR1-B variant improved on base fb6-4
2026-09-18T16:35	medical	holdout-audit	[HOLDOUT paired audit, 8 hidden convs] one production run (main=g4-2, 80/80 LLM), spans replayed per arm from the same replies, frozen offline_eval: ONSET (medical-fast-r5-onset, MED_SPAN_ONSET_SENTSTART=1 MED_SPAN_SHIFT_S=0, live PyAV decode), CTC (g4-3 MMS_FA start -0.1), BOTH (onset else CTC start -0.1)	base 0.7174 (replay reproduces cached spans 40/40)	onset 0.7402 (+0.0228, conv-paired se 0.0136, 7/8 up); ctc 0.7306 (+0.0131, se 0.0043, 7/8); both 0.7423 (+0.0249, se 0.0134, 7/8; vs onset +0.0021, 4 up 0 down)	onset: pass (winner)	all three arms pass on score; BOTH best but CTC is not wired into pipeline.py and its holdout latency was only measurable on CPU (+20.6 s mean, +45 s max -> breaks the 60 s budget; GPU 0.16 s/conv from g4-3 unverified here), so ONSET (+0.5 s mean, +0.9 s max decode+onsets) is the deployable winner; onset needs MED_SPAN_SHIFT_S=0
2026-09-18T16:30	medical	audit	[HOLDOUT AUDIT, Adrian-approved 16:20] paired replay on hidden 8 convs (80 q): production main run once (80/80 LLM, replay reproduces 40/40 served spans), arms re-derived from the same replies, frozen offline_eval.py; onset = live PyAV decode path	0.7174 (base/main, shift +0.2)	ONSET (shift 0) 0.7402 (+0.0228, conv-paired se 0.0136, 7/8 better); ONSET+gate-any (r6-2 deploy env) 0.7402 identical (gate-any changed 0 spans on holdout); misconfigured r6-2 (shift 0.2 left on) 0.7212 (+0.0038); extra latency 0.28 s mean / 0.75 s max per conv (base e2e 16.3 s mean / 31.7 max)	pass	winner onset+gate-any (medical-fast-r6-2) with MED_SPAN_ONSET_SENTSTART=1 MED_SPAN_SHIFT_S=0 MED_QUOTE_GATE=any, MULTI_FALLBACK/coverage-next off; r6-2 is NOT based on main (lacks the g4-2 locator fallback): port its spans.py + knobs onto main, do not deploy the branch as-is; CTC dropped per understanding lane c5
2026-09-18T16:50	medical	evolve	[I1Perquest-g1-1] medical-evolve-g1-1-onset = main + medical-fast-r6-2: onset start rule + MED_QUOTE_GATE=any as CODE DEFAULTS; SHIFT trap removed in code (effective shift_s=0 whenever onsets exist; legacy +0.2 + WARNING + ONSET_STATS counter when PCM missing or <2 onsets/10 s); bge fallback keeps loc_shift_s 0.3, no onset on fallback spans; REDEPLOY :9054 + portal validation #5	prod (g4-2) 0.7801; portal #4 (onset only, orchestrator) 0.7423	regression: default code == r6-2 env-configured on 6 fresh runs (930/930 yes spans, JSON identical), explicit MED_SPAN_SHIFT_S=0.2 still 930/930 (trap gone), no-PCM path == production byte-identical; replay vs prod dev +0.0141+-0.0037 test +0.0153+-0.0071; pod venv faster-whisper 1.2.1 / av 18.1.0; live /predict 3 convs: onsets fired 3/3, 16/16 yes spans == offline replay (max start diff 0.000 s); fresh paired run (liveness) dev +0.0150+-0.0041 (3.7 se) test +0.0179+-0.0089 (2.0 se), frozen offline_eval 0.792 (0.767/0.820); e2e local_evaluator conc1 x2: 0.793 (worst 29.8 s under a concurrent paired_run load spike) and 0.792 (acc 0.984, tIoU 0.665, mean 10.8 s, worst 17.6 s), 0 heur/0 loc, onsets 31/31; portal #5 uuid be5b3b4e8e69400bb1235f858e85d7ae 0.7441 (19 convs, 0 errors, 190/190 LLM, onsets 21/21, mean 4.6 s max 10.5 s)	keep	fix deploy traps in code, not env: the no-onset path must fall back to the legacy shift, so env.sh must NOT pin MED_SPAN_SHIFT_S=0; onset path costs ~0.15 s/conv (decode 0.1-0.23 s + onsets 0.02 s); ASR latency on POD=gpu doubles when other workers run paired LLM jobs
2026-09-18T16:40	medical-fast-r2-1-fr2	fast-lane	FR2-A variants on re-anchored base (onset(-0.04)+sentstart4, shift_s=0, QUOTE_GATE=any, MULTI_FALLBACK=first, COVERAGE_NEXT=0)	0.7996	0.7996+-0	discard	Branch medical-fast-r2-1 was already checked out (stale unrelated old round-2 worktree, FB2-A batch, bb3b337); used medical-fast-r2-1-fr2 fresh off main instead (same precedent as FR1-B); no FR2-A variant beat the pre-registered base by >2se
2026-09-18T16:40	medical-fast-r2-2-fr2b	fast-lane	FR2-B batch (sibling-aware context etc.) on verified base (onset+sentstart start rule, MED_QUOTE_GATE=any, MED_SPAN_SHIFT_S=0, MED_MULTI_FALLBACK=first, MED_SPAN_COVERAGE_NEXT=0)	0.7902	0.80465+-0.0113	discard	Best variant FR2-B2 (sibling-aware context) improved but not by >2se, so not accepted; base was folded by hand from medical-fast-r6-2 into current main pipeline.py/spans.py (kept g4-2 bge-reranker LLM-down fallback, which r6-2 predates)
2026-09-18T16:35	medical	bigbets	[BB-R3a it1] UPR (Qwen3-8B-Base log P(q|1-3 sent window), lam=1 maxL=3, pre-registered d92c8a3) as arbiter of location disagreements between the 35B base (r6-2 onset+gate-any) and 35B prompt arms 1 (no examples) + 3 (question first); 3 fresh interleaved runs on :8001 (medical-bigbet-1-r3a)	base r6-2 onset+any 0.7954/0.7997/0.7967 (prod-config served 0.774/0.778/0.776)	paired dev +0.0058+-0.0055 (1.1 se), test +0.0015+-0.0015 (1.0 se), all +0.0036+-0.0028 (1.3 se); 12 switches = 5 unique questions, 4 better / 0 worse / 1 neutral (sign p=0.125); cached fr5 x2: 5 unique 4/0/1, +0.0074 (1.5 se)	discard (safe/no-harm, underpowered)	The arbiter never made a bad switch (0 on the unique questions, fresh and cached), but only ~4 fires per run on the same 5 questions, so the gain cannot reach 2 se: sparse by construction. Small scorers: 4B hit 0.786 (switch set a subset of 8B, 0 bad), 1.7B hit 0.831 but 1 bad switch. 8B lazy call 3.4-3.9 s and 17-19 GiB (no room on POD=gpu); at most 2 calls per conversation, 70 of 93 need none. The argmax flips on 2/12 questions with batch padding (near-ties). No handoff.
2026-09-18T16:55	medical	bigbets	[BB-R3a it2] widen UPR-arbiter proposers with the zero-LLM production locator (bge-reranker-v2-m3 top-12 lexical, fallback_decide thr -2.5, onset-rebuilt start), pre-registered ab8e226 before scoring; same 3 fresh runs + 2 cached fr5 runs, 8B UPR primary	0.7973 (r6-2 base, 3 fresh runs)	A(arms1+3+loc) -0.0070+-0.0091 all (dev +0.0048, test -0.0181); B(loc only) -0.0069+-0.0088; C(arms1+3, it1 ref, reproduced) +0.0036+-0.0028	discard (KILLED)	loc proposer adds ~8 switches/run but 6 better/5 worse on 13 unique q (fresh; 4B scorer 3/4, fr5 6/5): reranker+UPR agreement against the LLM is NOT a precision signal (both retrievers latch onto generic lexical matches: 'feel well', 'sore throat', 'COVID exposure'). UPR is a safe arbiter only among LLM proposals. BB-R3a stays 'safe/no-harm, underpowered' (it1); do not widen with retriever proposers. Branch medical-bigbet-1-r3a-it2.
2026-09-18T17:05	medical	bigbets	[BB-R3a it3, final] UPR-arbiter proposers widened with the 35B's OWN other cited clusters (cl = base reply, zero extra LLM calls; clA = arm1/arm3 replies), pre-registered bfd304d before scoring (RULE_it3.md); same 3 fresh runs + 2 fr5 runs, 8B UPR primary, 4B secondary	0.7973 (r6-2 base, 3 fresh runs)	D(arms1+3+cl) +0.0005+-0.0042 (dev -0.0002, test +0.0013), 4 better/2 worse on 7 uq; E(cl only) -0.0030+-0.0030, 1/2 on 5 uq; F(+clA) -0.0040+-0.0052, 5/5 on 12 uq; C(arms1+3, reproduced) +0.0036+-0.0028 4/0 on 5 uq (fr5: +0.0074, 4/0)	discard (KILLED; BB-R3a closed)	Own-cluster proposers also make bad switches: sample_37_yes_q03 'Was erythema migrans absent?' -0.94 (3/3 fresh + 2/2 fr5), 57_q06 'feel stable' -0.12, 95_q03 'free of side effects' (4B) -0.08, clA adds 79_q03 -0.91, 4_q01 -0.56. UPR log P(q|window) ignores negation/polarity, so on the LLM's own alternative clusters it prefers the lexical mention over the confirming answer; the LLM's first-cluster choice is better (cf. cycle-5 cluster verifier, which asks P(yes) and got 6/3). Only arms1+3 are safe (0 bad over 5 runs, ~5 uq, ~+0.004, 1.3-1.5 se): underpowered by construction. Close BB-R3a; any location arbiter must be polarity-aware (LLM yes-verifier), not question likelihood.
2026-09-18T16:50	medical	evolve	[I1 g1-1] merge onset start + MED_QUOTE_GATE=any (medical-fast-r6-2) + shift_s=0 guard; branch medical-evolve-g1-1-onset e8d6add	0.7801	0.792+-0.0049	audit-fail	gain +0.012 but audit found no >2 se on both halves vs best; branch kept mergeable for a stronger paired rerun
2026-09-18T16:50	medical	evolve	[I2 g1-1] CTC MMS_FA starts stacked on onset+gate-any (arm B primary); branch medical-evolve-g1-2-ctc 863d9ba	0.7969	0.7933+-0.0014	discard	CTC does not stack on onset: onset already captures the start gain, CTC adds harm
2026-09-18T16:50	medical	evolve	[I4 g1-1] conversation-level joint decoding MED_JOINT (all 10 q in one prompt, sibling-conflict requery); branch medical-evolve-g1-3-joint 1b22db2	0.7951	0.7891+-0.0059	discard	joint 10-question prompt loses to per-question quoting; sibling-conflict fix does not offset
2026-09-18T17:15	medical	fast-lane	[FR3-A1] gate-any port (MED_QUOTE_GATE=any) onto deployed onset config (MED_SPAN_ONSET_SENTSTART=1, MED_SPAN_SHIFT_S=0); 4 variants pooled deploy_check.py run (real Answerer.answer+spans.py, mock LLM = 6 cached fr5 production-prompt runs arms 0/1/3 x2, frozen offline_eval.py dev+test, paired per conversation)	0.7950 (base)	0.7996+-0.0025	discard	gain +0.0046 < 2se (0.005); gate-any does not clear the bar on this pooled paired run, even though point estimate looks good
2026-09-18T17:15	medical	fast-lane	[FR3-B1] cluster verifier (pre-registered) vs BASE=main cdf16db onset+shift0 + hand-ported cluster-aware quote gate; interleaved paired_run.py --reps 2, 31 convs, light client vs shared POD=gpu :8001, frozen offline_eval.py dev+test	0.79025 (base)	0.79755+-0.006125	discard	best of the FR3 batch by point estimate but still not accepted: gain +0.0073 < 2se (~0.01225); pre-registration did not save it from being underpowered, need more reps/convs before re-testing cluster verifier
2026-09-18T17:12	medical	evolve	[I1 g2-1] production sync of medical-evolve-g1-1-onset into main; branch medical-evolve-g2-1-sync 5f5bb33	0.792	0.792+-0.0049	keep	main now matches served onset config; no behaviour change, parity only
2026-09-18T17:12	medical	evolve	[I3 g2-2] listwise candidate selector over unit pool; branch medical-evolve-g2-2-listwise	143/162 (probe)	140/162 (probe)	discard	listwise LLM selection loses to cluster verifier on probe; gate failed before end-to-end
2026-09-18T17:12	medical	evolve	[I2 g2-3] acoustic edge rule replay on onset base; branch medical-evolve-g2-3-edge fde1ff8	0.7996	0.8039+-0.0045	discard	+0.0043 < 2se; edge signal still too weak to clear bar
2026-09-18T15:23	medical	fast-lane	[FR4-B3] cluster-verifier plumbing reused from medical-fast-r3-2-fr3b; branch medical-fast-r4-2-fr4b (branched from medical-fast-r3-2-fr3b; medical-fast-r4-2 taken by unrelated old FB4-B ASR-knob batch, used -fr4b suffix per FR1-B/FR2-A precedent); gates registered in commit c8	0.7938 (base)	0.7993+-0.0053	discard	gain +0.0055 < 2se (0.0106); reused plumbing still not enough to clear bar
2026-09-18T17:20	medical	evolve	[I1 g2-1] production sync: merge medical-evolve-g1-1-onset (e8d6add) into main line, env.sh exports no span knobs (onset/gate-any/SHIFT guard are code defaults); no FR3-B arm stacked (all FR3-B discards); branch medical-evolve-g2-1-sync	0.792+-0.0049 (g1-1-onset)	0.792 (e2e)	keep	code == e8d6add live on :9054; deploy_check 930/930 == replay onset+any, JSON identical to g11 default, vs old main dev +0.0141+-0.0037 test +0.0153+-0.0071; e2e :9074 0.792 (acc 0.987, tIoU 0.662), 0 heur/0 loc, onsets 32/32, worst 9.3 s; no portal #6 (no code change vs #5 0.7441); MERGE INTO MAIN so main == production
2026-09-18T17:30	medical	evolve	[I1 g3-1] land champion: merge medical-evolve-g2-1-sync (e8d6add+5f5bb33) into main line (LEDGER union); branch medical-evolve-g3-1-land (medical-evolve-g3-1 name taken by a stale worktree)	0.792+-0.0049 (g1-1-onset)	0.792 (code == champion)	keep	e8d6add+5f5bb33 ancestors; diff vs e8d6add on medical/{pipeline,spans,server*}.py empty, env.sh only drops export MED_SPAN_ONSET_SENTSTART (== code default 1); deploy_check 930/930 == replay onset+any, answers 1860/1860, output byte-identical to g2-1 run; :9054 (/workspace/med-g11onset) all medical .py md5 == merged tree, env.sh == e8d6add, /api cfg onset=1 gate=any allow_shift_with_onset=0 -> NO restart; 3-conv smoke vs :9054 30/30 answered 0 fail 4.7 s mean; no portal spend. ORCHESTRATOR: fast-forward main to this branch; cut later branches from it
2026-09-18T17:34	medical	evolve	[I1 g3-1] sync champion e8d6add into main; branch medical-evolve-g3-1-land 668bfdc	0.792	0.792+-0.0049	keep	parity sync landed in main; py identical to :9054
2026-09-18T17:34	medical	evolve	[I6 g3-1] fallback/locfb parity branch medical-evolve-g3-2-locfb 76ec81b	0.792	0.792+-0.0049	keep	parity only; fallback tree equals production, no score change
2026-09-18T17:34	medical	evolve	[I5 g3-2] restatement-aware quote prompt MED_RESTATE; branch medical-evolve-g3-3-agree 503d3d7	0.7901	0.7929+-0.0037	discard	+0.0028 < 2se; restatement prompt not enough
2026-09-18T20:36	medical	evolve	[D g1-1] dense LLM heat-map evidence scan; branch medical-evolve-g1-1-dense e6a3713	0.7996	0.798+-0.0037	discard	rejected at probe gate; dense per-sentence 1-token scan does not beat cited cluster
2026-09-18T20:36	medical	evolve	[A g1-2] verdict-first decoding MED_ORDER=aeq; branch medical-evolve-g1-2-aeq 8446bc5/305e01d	0.7979	0.8069+-0.0052	discard	+0.009 positive but < 2se on both halves; worth a --reps rerun
2026-09-18T21:30	medical	evolve	[A g2-1] aeq verdict-first + conf MED_ORDER=aeqmc; branch medical-evolve-g2-1-aeqconf 9e66972	0.7929	0.8043+-0.0052	discard	+0.011 consistent positive but < 2se on both halves; pool reps before merging
2026-09-18T21:30	medical	evolve	[B g2-2] pairwise-context location re-selection; branch medical-evolve-g2-2-pairctx 06464ba	0.792	0.792+-0.0049	discard	failed pre-registered probe gate; pairwise with context does not beat greedy cited cluster
2026-09-18T20:55	medical	evolve	[A g2-1] aeq confirmation: 2 fresh paired reps (eqa/aeq/aeqmc interleaved) pooled with g1-2 to 4; branch medical-evolve-g2-1-aeqconf	0.7929	0.8043 (primary fixed thr 0.2315: +0.0125+-0.0052 z2.41; dev +0.0078 z1.01, test +0.0169 z2.40; uq 14/7)	discard-promising	fresh reps alone replicate: +0.0178+-0.0065 z2.72 (dev z1.42, test z2.34), acc 0.990->0.994, tIoU 0.654->0.678; devthr pooled +0.0115 z2.20. Pre-reg rule: dev half <2se and all <2.5se -> not merged, not a near-pass; no portal spend; escalate (dev half consistently weaker, 0.004/0.012). aeqmc (aeq+minimal-clause QUOTE wording) +0.0103 z1.71 fixed, +0.004 devthr, uq 12/11 -> worse than aeq, drop
2026-09-18T21:26	medical	fast-r3-aeqmc	[A0] production base (all knobs default), 3 interleaved reps; branch medical-fast-r3-aeqmc	0.7892	0.7892 (reps 0.7881/0.7923/0.7873; dev 0.7686 test 0.8128)	base	same-run paired reference
2026-09-18T21:26	medical	fast-r3-aeqmc	[A1] MED_ORDER=aeq; branch medical-fast-r3-aeqmc	0.7892	0.8007 (+0.0118+-0.0047 z2.53; dev +0.0176 z2.06, test +0.0064 z1.56; uq22 13/7)	promising	3rd aeq measurement positive; inverse-variance pooled with +0.009/+0.0114 (se 0.0052): +0.0108+-0.0029 z3.75
2026-09-18T21:26	medical	fast-r3-aeqmc	[A2] MED_QUOTE_WORDING=minclause; branch medical-fast-r3-aeqmc	0.7892	0.8033 (+0.0129+-0.0087 z1.49; dev +0.0241 z2.48, test +0.0024 z0.17; uq32 14/13)	discard	minclause alone noisy, test flat
2026-09-18T21:26	medical	fast-r3-aeqmc	[A3] MED_ORDER=aeq MED_QUOTE_WORDING=minclause; branch medical-fast-r3-aeqmc	0.7892	0.8084 (+0.0217+-0.0067 z3.24; dev +0.0155 z1.88, test +0.0275 z2.62; uq25 15/7)	handoff	best arm >2se overall (dev half z1.88); note g2-1 aeqmc (different wording) was +0.0103 z1.71 -> needs holdout audit
