time	case	agent	idea	before	after	status	lesson
2026-09-18T16:07	survival	evolve	[A, g3-1] food_r1_1 + lateral 1.25rad dodge inside 90px, sprint <40px (survival-evolve-g3-2)	1019.2	1074.7 se 61.1	discard	+55.5 within noise (<2se); lateral dodge is the most promising A idea so far, worth a confirm run
2026-09-18T16:07	survival	evolve	[T-food, g3-1] food_r1_1 early breeding x food_r2_2 claiming crossover (survival-evolve-g3-3)	1009.6	940.1 se 70.7	discard	crossover lost to both parents; the mechanisms interact negatively
2026-09-18T16:07	survival	evolve	[D, g3-2] food_r1_1 + relayed alarm call from agents seeing predator <140px (survival-evolve-g3-4)	1018.1	878.7 se 41.4	discard	alarm relay costs foraging time; D second neutral/negative try -> retire D
2026-09-18T14:05	survival	bigbets-BB1	[BB1 trait ratchet] directed breeding for min(speed,sprint) then hearing + trait gait on food_r1_1+r2_2 (survival-bigbet-1: survival/policies/ratchet.py)	881.1 (v1 same run)	1062.8 se 51.2 train (paired +181.6 se 72.5); rerun 994.7 vs 888.1; CONFIRM 128 seeds 985.6 vs 962.3 = +23.3 se 29.8 z 0.78	discard	NO CLEAR WIN. ORACLE BOUND (bbdiag, 16 train seeds, max-time 2000): forcing speed17+hearing90 on every agent gives 1157.6 vs 884.6 (+273), pred deaths -60% (964->383) but starve 324->967; hearing-only 1100.8 (pred -22%), speed-only 1084.6 (pred -48%). 75% of predator victims are sprint-locked (energy<max_e/5; v1 748/995, food_r1_1 779/1046). Selection works (median eff_speed 13.5 at t=600 vs 11.1) and cuts pred deaths 25% on 128 seeds, but saved agents starve (+12%). Trait gait adds nothing (breeding-only ablation 1062.8 = ratchet; oracle w/o gait 1146.3). r1_1+r2_2 combo is worse than r1_1 alone (944.1 vs 1029.3 same run).
2026-09-18T14:55	survival	bigbets-BB2	Face-drain-escape predator model on food_r1_1+r2_2 base (survival-bigbet-2 : survival/policies/bb_mpc.py). Exact predator rule: backpedal at walk speed while facing a predicted chaser (pivot drains it 2.55/step to sleep in ~39 steps with no net closing), sprint only inside 95 px, resting predators detected from unchanged heading+position (odometry, exact own turns) and treated as harmless	880.6 (v1 same run)	1081.5 se 61.0 (+200.9 se_d 47.3); rerun 1060.6 vs 884.5 (+176 se_d 64); CONFIRM 128 fresh seeds: 1021.6 vs 957.1, +64.5 se_d 27.2, z 2.37 CLEAR WIN	handoff	M0 (4 train seeds, food_r1_1, 324 kills): victim saw its killer >=10 steps before death in 83% (any sibling 98%), 77% of victims were sprint-locked (energy < max/5), 52% of final chases began inside 90 px. The combined base r1_1+r2_2 scored only v1 level (880.3) in the same run; FDE on it +201. Variants: no sleep-escape 1015 (+134), sibling-pose fusion 1008 (pred deaths 1107->817 but starve 416->476, net worse), back_d 250 960, locked-agent margin 150 1018, r1_1 forage (no claiming) 1055 (=FDE). Train gain shrank ~3x on fresh seeds.
2026-09-18T15:27	survival	bigbets-bb2-it2	[BB2 it2] FDE grafts: spawn guard (no spawn below max/5 with awake predator <150/250 px), face-all perceiving predators <160/250, restricted fusion (fuse=2), remembered-edge back-off (survival-bigbet-2 @ 7f1421b+)	1020.6 (FDE same run; v1 844.3, food_r1_1 1041.5)	best sgfa 1053.0 se59.1	discard	all within noise of FDE on 16 train seeds (paired vs FDE: sg150 +21 se57, sg250 -21 se79, fa250 +17 se77, fa160 -79 se59, fuse2 -43 se71, sgf2 +10 se81, sgfa +32 se64, edge-mem back-off -131 se58); spawn guard cuts pred deaths 1089->966-994 but not score; restricted fusion still adds starve (468); FDE vs food_r1_1 same run -21 se63 -> FDE confirmed only vs v1, confirm vs food_r1_1 is the open question; no candidate sent to cpu2
2026-09-18T15:48	survival	bigbets-bb2-it3	[BB2 it3] Receding-horizon rollout MPC vs the EXACT predator charge rule (turn cap 0.3 rad/step, pure pursuit when |ang|<0.05, capture 15 px): 16 dirs x walk/sprint x 20 steps plus two-phase run-then-cut plans, used inside 95 px instead of straight flee. Switch mpc (default off) in survival/policies/bb_mpc.py; variants bb3_mpc1 (locked agents, two-phase), bb3_mpc1s (one-phase), bb3_mpc2 (all agents)	FDE 1106.3 se56.2 (v1 894.6 se33.1 same run)	mpc1 1071.2 (-35 se88 vs FDE); mpc2 993.3 (-113 se81); mpc1s 966.0 (-140 se75)	discard	In the obstacle-free 1v1 harness (real sim code) the MPC lets sprint-locked walkers escape a charging predator 39/40 vs 21/40 for straight flight (dodge exploits the 0.3 rad/step turn cap). In full games the predator kill rate per game-second does not move (62-67 per 1000 s vs FDE 64.8, v1 70.4): close-range SEEN charges are not where kills happen (unseen predators inside 90 px, several predators, obstacles), and dodging scatters foragers. FDE re-run +211.7 se49.3 vs v1 (z 4.3). BB2 closes: FDE stays champion; more predator gain needs detection (hearing traits), not better evasion.
2026-09-18T16:30	survival	bigbets	[BB2 it3 outcome check] confirm.py cpu2 seeds 2000-2127 (tag survivalbetsurvivalbigbet2it3): bb_mpc.py defaults (FDE) on survival-bigbet-2-it3 vs v1	v1 963.0 se19.5	FDE 1016.3 se21.4 (+53.3)	no-change	NO CLEAR WIN on this rerun (earlier 128-seed confirm was +64.5 z2.37 CLEAR WIN). FDE (already on main + live) stays champion; true fresh-seed gain ~+55-65 vs v1, 3-4x smaller than train. MPC not handed off.
2026-09-18T16:50	survival	fast-lane	f3a_v1_sprint90: F3 batch (predator-response knobs on v1, foraging untouched), one scorer run survival/evaluate.py --seeds train32 (1000-1031) --procs 8 on POD=cpu (LESSONS 14:30 moved fast-lane scorer to cpu). v1 + 4 variants, each subclassing v1.Hivemind and changing exactly one predator-response knob (sprint threshold ~90).	893.6	996.5 se 36.2 (train32, single run)	discard	NO CLEAR WIN on confirm: re-ran survival/confirm.py POD=cpu2, tag survivalfastr2, 128 fresh seeds (2000-2127), paired vs main's v1, main's frozen evaluate.py. v1 977.1 se20.3 vs f3a_v1_sprint90 975.7 se19.2, paired diff -1.4 (within noise) -- train32 single-run gain (+103) does not survive 128-seed confirmation; single train32 runs on this policy family are not predictive, need >=2 runs or full 16-seed train before trusting a candidate.
2026-09-18T16:50	survival	fast-lane	f4d_v1_eat95_early: one scorer run POD=cpu, train32 (1000-1031), procs 8, all 5 policies (v1 + 4 eat-threshold/early-flee variants) scored in same batch run against v1 same-run baseline (deaths pred/starve/old=2032/726/1416, n=32); bar for a clear win was paired diff > 2*se_diff	891.7 se33.9	968.9 se42.1 (train32, single run)	discard	Candidate result truncated mid-record by the harness relay (per-variant paired diffs for f4a.. were cut off before this line could be completed); not confirmed on cpu2, no CONFIRMED report exists, so treated as discard pending a clean re-run and full record next round rather than handed off on partial data.
2026-09-18T17:30	survival	evolve	[E break-contact g4] ebreak_g4_1: bb_mpc + persistent sleeper memory w/ sibling pose fusion (survival-evolve-g4-1)	1068.7	1095.2 se 38.9	discard	No arm beat bb_mpc by >2 se and prechase wake/switch shares did not fall; break-contact rule must first prove it cuts resident kills.
2026-09-18T17:30	survival	evolve	[A predator evasion g4] bb_juke: walk-juke grafted into bb_mpc close_d branch (survival-evolve-g4-2)	1037.7	1160.6 se 42.5	audit-fail	Train +123 (z2.3) vanished on 32-seed holdout (1112.3 vs bb_mpc 1119.3, -7); fewer pred deaths (-11%) and better min but no mean gain; not merged.
2026-09-18T17:30	survival	evolve	[C demography g4] cdemo_g4_1: replace bb_mpc tail spawn rules for n+spawned<=4 (survival-evolve-g4-3)	1044.1	1009 se 44.5	discard	Tail-spawn gating on bb_mpc hurts (-35); end-game births are not the bottleneck on bb_mpc.
2026-09-18T17:30	survival	evolve	[T-food g4] tfood_g4_3: hungry-young fruit relay from siblings on bb_mpc (survival-evolve-g4-4)	1009.1	952.7 se 41.7	discard	Newborn provisioning relay costs donors more foraging than it saves (-56); keep food rules egocentric.
2026-09-18T18:30	survival	bigbets	[BB3 shared eyes] oracle/real common herd frame + remote face-first (survival-bigbet-3-it2, job bigbet3_m0a2, 6ab3ac1)	bb_mpc 1089.1 se57.6	S1o 1010.7 / S3f 1010.9 / R1f 992.4 se61	discard	Go/no-go failed: even the oracle shared frame is -78 vs FDE; remote-threat reactions cost more than they save; no island.
2026-09-18T18:30	survival	bigbets	[BB5 refuge nursery it3] closed, no new arm (survival-bigbet-5-it3, 6ed61c2 ledger-only)	1087.9	n/a	discard	Birth timing/spawn guards already lost on bb_mpc (BB2 it2, g4-3 -35); only untested part is end-game refuge shelter for n<=3; no island.
2026-09-18T18:11	survival	evolve	[C demography g5] elder_mode yield on bb_mpc (survival-evolve-g5-1, cdemo_g5_1.py)	1019.5	1055.9 se 39.7	discard	Elder yielding did not beat bb_mpc by 2 se and raised starvation; C demography knobs plateaued.
2026-09-18T18:11	survival	evolve	[T-behaviour g5] tb_drift: away-side forage under FDE veto (survival-evolve-g5-2, tb_drift.py)	1056.9	1089.8 se 46.2	discard	Gate failed; walking to away-side fruit while facing the predator is noise-level.
2026-09-18T18:11	survival	evolve	[T-food g5] tfood_patience: fruit memory + wait at tree W=150 (survival-evolve-g5-3)	1016.6	982.6 se 42.2	discard	Waiting for ripeness costs more than it gains (-34); patience/tree-stay is a dead end.
2026-09-18T18:11	survival	evolve	[A evasion g5] afb_g5_1: bend juke/back-pedal heading toward cover (survival-evolve-g5-4)	1047.1	1194.5 se 41.8	discard	Bend adds nothing over bb_juke; A exhausted its last chance, retire.
2026-09-18T16:19	survival	fast-lane	[F6 switch/wake-kill guard] survival-fast-r3-2 f6a_slack25 on bb_mpc, resident predators (train32)	1053.8 se 44	1045.7	discard	Slack/guard knob retune on bb_mpc gains only +8.1 (<2se over base); switch/wake-kill guards plateaued like F5, no island.
2026-09-18T19:10	survival	evolve	[gen1 all islands] evolve g1: no candidate beat the best by >2 se	-	-	discard	Gen1 produced no audited winner; best unchanged, keep islands running.
2026-09-18T20:40	survival	evolve	[N income economy] survival-evolve-g1-1-levy d6e1744: Levy persistent heading + barren-area leave on bb_juke (n_levy, n_levy_noeat)	1178.7	1199.5 se 43.7	discard	Levy/barren income arms +20.8 (<2se) on train32; gate failed, no confirm run.
2026-09-18T20:40	survival	evolve	[P predator play] survival-evolve-g1-2-ppwake: timed wake ring on bb_juke (pp_wake)	1178.7	1120.6 se 53.6	discard	Wake-anticipation ring barely acts and scores -58 on train32; ok=false; drop this arm.
2026-09-19T19:16	survival	lineage	[LINEAGE v1] survival/policies/lineage.py: bb_juke predator model + elite-lineage breeding, elder conversion (all elders), herd target trees/3, reach-limited foraging (seeds 5000-5007 frozen scorer, paired vs bb_juke json)	1224.8	1245.8 se 129.8 (diff +21.0 se 125.1, 4/8)	discard	elder births from non-elite parents (160/230) dilute the lineage; herd overshoots to 19; max_e drift to 887 raises the sprint lock; reach cap starves the herd mid-game
2026-09-19T19:25	survival	lineage	[LINEAGE v3] elite-gated elder conversion, per-step herd accounting, elders never eat near young / never walk, w_maxe 0, trees_est 100*0.5^(t/560), herd_div 4	1224.8	1339.0 (diff +114.3 se 115.5, 6/8, min 857)	keep-iterating	pred deaths 501->225, starvation 200->147; seed 5000 still collapses at 700-866 s (income/agent 450 vs 540-640 per 100 s: the 90/160 px reach cap costs income)
2026-09-19T19:26	survival	lineage	[LINEAGE v3b] v3 + herd_div 6 (target 8 at 600 s, 5.5 at 900, 3.8 at 1200, 3 from 1500)	1224.8	1453.4 (diff +228.6 se 116.3, 7/8, min 1087, max 1661)	best-so-far	leaner herd sized to the tree count: pred deaths -58%, starvation -50%, old deaths +36% (conversions); a 4-agent late herd still ages out together when the late spawn bar (230) is unaffordable
2026-09-19T19:30	survival	traits-lane	[G traits] traits.py v2: speed-first ratchet breeding (elite-only, spawn at 180 any age, cap 14) + phase B at 600 s (cap 4, camp/ripe/sep foraging, elder conversion, staggered food-gated births, fast-agent face+back-pedal 11 px/step, radial flee, no sprint) on bb_juke; screen seeds 5000-5007 --max-time 3000 local Mac	1224.8 (bb_juke same seeds)	1475.8 se 124.4 (paired +251.0 se 142.8, 6/8 wins)	candidate	ORACLE first: bb_juke with every agent forced to speed 20/vision 400/cone pi-2/hearing 100 only reaches 1260 on 3 seeds (pred deaths -92% but the 12-herd starves from 600 s); the gain needs the lean phase-B regime (cap 3-4 + camping +190 under the oracle). Ratchet reaches median speed 20 by t=300-500 on most seeds; failure mode = no fast lineage by 600 s (seed 5001) or an all-old phase-B cohort.
2026-09-19T21:55	survival	surv2-disperse	[LATE DISPERSION] survival/policies/lin_disperse.py disp_on=1 on lineage6 (JBrO910 one agent per tree from t=600: tree held by the nearer/poorer young sibling, go to nearest free visible tree, evicted -> hop away 20 steps; frozen scorer seeds 5000-5015 paired vs lineage6 byte copy)	1393.3	1376.1 (diff -17.2 se 55.8, 9/16); +stag 1351.2 (-42.0 se 58.6, 8/16)	discard	egocentric herd has no tree map: an evicted agent hops into empty ground (JBrO910 relocates to KNOWN trees up to 600 px); starvation +49. Byte-identical lineage6 runs differ per seed across processes (null 16-seed paired se 53-70).
2026-09-19T21:55	survival	surv2-disperse	[LATE AGE STAGGER] lin_disperse.py stag_on=1 (from t=600: youngest > 35 s, n <= target, no other birth planned -> best-fed agent with > 160 energy spawns)	1256.6 (lineage6, 32 seeds 5000-5031)	1307.0 (diff +50.4 se 39.2, z 1.29, 15/32)	inconclusive	fires only 0-4 births per game: after t=600 youngest >= 35 s on 6% of steps and then almost never anyone above 160 energy (late herd is poor exactly when old+small); pre-senescence/elder conversion makes ~90% of births. The +50 is mostly chaos.
2026-09-19T21:55	survival	surv2-disperse	[BARREN EXIT] lin_disperse.py barren_on=1 (tree held 15 s with no fruit within 120 px -> blacklist 60 s, go to another visible tree or explore a 25-step leg facing along it; no usable tree in view 10 s -> explore leg continuing the previous direction; energy > 12); alone and + stag	1256.6 (lineage6, 32 seeds 5000-5031)	barren 1288.1 (+31.5 se 39.4, z 0.80, 18/32); barren+stag 1318.9 (+62.3 se 50.0, z 1.25, 17/32)	inconclusive (defaults of lin_disperse.py = barren+stag)	autopsy: late starvers spend their last 30 s standing at a barren tree (river/desert/young) or waiting with nothing in view; exploring saves some but starvation deaths still rise (1095 vs 874 / 32 games) and 16-seed +88 regressed to +31 on 32 seeds.
2026-09-19T22:02	survival	surv2-lin_sprint	[LIN_SPRINT] survival/policies/lin_sprint.py = lineage6 + JBrO910 sprint-lock reserve + ripeness switches (sr_birth: late births/pre-conversions keep >= max_e/5+120 from t=600; sr_ripe: agents >= 30% energy leave fruit seen born until 20 s old; plus B0 lock-only from t=0, R5 milder ripeness, L lock-aware close zone 130 px, NULL all-off); frozen scorer seeds 5000-5015 paired vs lineage6 (same seeds, own baseline run)	1408.5 (lineage6)	B 1445.2 (+36.6 se 54.4, 6/16) | R 1381.0 (-27.5 se 81.2) | BR 1413.4 (+4.9 se 64.4, 11/16) | B0 1330.0 (-78.5 se 80.0) | R5 1418.6 (+10.1 se 74.5) | L 1316.4 (-92.1 se 63.6) | NULL 1417.2 (+8.7 se 55.7; 7/16 seeds bit-identical, 9 re-drawn up to +-424)	discard	58% of lineage6 predator victims are sprint-locked at danger start (JBrO stat holds) but they are mostly newborns (75 < lock) and poor never-bred agents, and slow agents sprint only < 40 px; birth reserve acts (pre-conversion blocks 1.6-3.9k agent-steps/game) with no score effect; ripeness cuts starvation 20-25% but predator deaths rise, score flat. Notes: scratchpad results/surv2_lin_sprint.md
2026-09-19T22:47	survival	surv2-lin_tune	[LIN SWEEP] lineage6 one-at-a-time LIN_PARAMS sweep on seeds 5000-5015 (frozen scorer, procs 3, paired vs own lineage6 draw 1389.9): herd_div 5/7 +44.6/+47.3, tree_half 620/500 +63.7/-37.9, lottery_t 450/750 -11.1/-49.6, spawn_bar_late 200/260 +66.4/+3.3, pre_age 50/65 -41.4/-105.3, young_gap 20/30/55 -10.9/+86.5/-10.1 (se 51-111 each)	1389.9	best yg30 1476.4 (+86.5 se 68.1, 9/16)	discard	FLAT optimum: a second lineage6 draw on the same seeds scores +72 vs the neighbourhood mean, so every arm but pre_age 65 (-105, pred deaths 795->1128: converting later feeds predators) is inside the null band; herd_div 6 is NOT sharp (5 and 7 both ~+45). yg30 alone on 5016-5031 -19.7 se 53.3 -> 32 seeds +33.4 se 43.6.
2026-09-19T22:59	survival	surv2-lin_tune	[LIN_TUNE c1] survival/policies/lin_tune.py = lineage6 + young_gap 30 + spawn_bar_late 200 (the two best sweep arms combined); frozen scorer paired vs own lineage6 draws	1259.2 (lineage6, 64 seeds 5000-5031+6000-6031)	1303.4 (diff +44.3 se 36.8, z 1.2, 32/64)	inconclusive	5000-5015 (selection) +87.0 se 68.1; 5016-5031 +58.5 se 60.9; fresh 6000-6031 +15.7 se 58.4 (vs 2-draw baseline +18.6 se 51.7). Unselected 48 seeds ~+30 se 45: a small positive at best (more frequent, affordable late births against synchronized aging), not worth a production switch on its own.
2026-09-20T00:55	survival	surv3-map	[SHARED WORLD MAP] survival/policies/lin_map.py = lineage6 + exact dead-reckoned shared map (heading exact, per-step displacement verified against static landmarks seen in two consecutive steps, simulator collision rule enumerated when unsupported, frames merged on sightings; fruit/tree entries with absence+eat+TTL deletion) + late routing of hungry agents to remembered fruit clusters. Arms: A loose (t>=400, any cluster), B strict/late (t>=800, <=400 px, seen <=25 s, >=2 fruits, 20 s cooldown after a failed trip), C = B filters from t=300. Frozen scorer, seeds 7000-7047 (+7048-7095 for B), procs 5, own lineage6 baseline draw on the same seeds.	1261.3 (lineage6, 48 seeds 7000-7047; pooled 192 seeds 1264.9 se 22.8, >=1882 3/192, max 1966)	A 1305.4 (+44.1 se 55.1, tail LOST: >=1882 1/48, starve deaths 3024 vs 1531) | B 1268.9 (+7.6 se 55.8, >=1882 3/48, max 2037) | C 1276.2 (+14.9 se 46.1, >=1882 2/48, max 2055) | B pooled 192 seeds (7000-7191) 1272.2 se 24.3 vs lineage6 1264.9 se 22.8 (diff +7.4 se 33.3 = flat), >=1882 7/192 (3.6%) vs 3/192 (1.6%), Fisher p 0.17, >=1800 10/192 both, max 2037 vs 1966, all 10 best games higher rank for rank	candidate (tail only)	MAP ACCURACY IS EXACT AND CHEAP (truth-checked): heading spread 1e-13..1e-11 rad, position error median 0.0 px / max 7-30 px to t=1500, 5 founder frames -> 1 by t~100 s, 400-900 collisions per game recovered, ~1.3 ms/step; trap = a child spawned ON the parent is seen at distance 0 where the usual +pi flips its heading (special-cased). USING it: any-fruit routing is an income mechanism and loses (starvation doubles, tail lost), only strict late trips are tail-positive; mean is flat (+7.4 se 33.3 on 192 seeds; blocks +7.6 / +52.7 / -49.6 / +18.8), the case for lin_map is the upper tail only (>=1882 3.6% vs 1.6%, p 0.17; >=1800 identical; P(best of 3 validations >= 1882) 10.5% vs 4.6%) on a leaderboard that keeps the best validation. Notes scratchpad/results/surv3_lin_map.md
2026-09-20T01:30	survival	surv3-lin_tail	[LIN_TAIL upper tail] survival/policies/lin_tail.py = lineage6 + switchable tail mechanisms (F1 ff_on straight full-speed back-pedal for speed>=15.5 agents instead of the 1.25 rad juke; F2 nsd_on no birth while a predator is inside back_d; F3 wm_on odometry WALL MEMORY + open-direction flee; L1 l1_on/pure_on elite-only speed lottery before lottery_t and no slow breeders after; C srch_on straight search legs instead of blind waiting from 700 s). Screens paired on seeds 7000-7063 against a lineage6 run of the same command: Mac frozen scorer --procs 4/5 and POD=serve scratchpad tdiag.py (one FRESH process per seed, no Pool worker-history contamination)	lineage6 1290.4 (Mac 64 seeds) / 1230.2 (pod 64 seeds); pooled 176 games 1261.6, P(>=1800) 2.8%, P(>=1882) 1.7%	F1+F2 1196.9 (-93.6 se 40.7, Mac) and 1238.8 (+8.6 se 34.2, pod) | wall memory only 1243.9 (+16.0 se 58.7, 32 seeds, tail 2/32 vs 1/32 >= 1800)	discard	The tail is bought before 600 s: corr(score, median speed at 600 s) +0.40, forest+grassland share +0.34; games with >= 8 fast agents at 600 s mean 1403 with 4/13 >= 1690 vs 1214 and 2/35 otherwise. Fast agents are not out-run by predators, they are pinned against the map edge while back-pedalling blind (edges are only observed inside the vision cone) - wall memory fixes it but acts on only 3% of close-predator steps, so the score is flat. Straight back-pedal WITHOUT wall memory is a loss. Notes scratchpad results/surv3_lin_tail.md; arm jsons scratchpad/surv/tail/ and pod /workspace/surv3tail/
2026-09-20T01:33	survival	surv3-lin_tail	[LIN_TAIL arms, pod tdiag.py fresh process per seed, seeds 7000-7063 paired vs the same run's lineage6 (1230.2)]	lineage6 1230.2 (3 games >= 1700, 1 >= 1800, max 1885)	F1+F2 1238.8 (+8.6 se 34.2) | F3 wall memory 1198.7 (-31.5 se 39.8, 2/64 >= 1800) | F1+F2+C search 1259.4 (+29.2 se 36.7, 2/64 >= 1800, max 1888) | F1+F2+L1 lottery 1290.1 (+59.9 se 40.4, 42/64 wins, 1/64 >= 1800, max 1809)	inconclusive	No arm moves the UPPER TAIL (every arm 1-2 of 64 games >= 1800, same as lineage6); the lottery arm lifts the middle (p75 1472 vs 1426, z 1.5). lin_tail.py defaults = the lottery arm; LIN_PARAMS='{"ff_on":0,"nsd_on":0,"l1_on":0,"pure_on":0}' = lineage6. Confirm on 128 fresh seeds before any production switch. Notes scratchpad results/surv3_lin_tail.md
2026-09-20T11:55	survival	surv-end-econ	[END ECONOMY] survival/policies/end_econ.py = lin_map + M1 ripeness harvest (the map marks every fruit entry seen BORN - new entry, motionless observer, spot already inside the hearing disc/cone last step - so age, energy 20+2*age capped 60 and the 50 s rot deadline are exact; collection deferred while energy - 1.2*seconds_to_ripe > 70) + M4 camp on the trunk (tree_stay 35->14) + M2 map site circuit (move only when NO tree is in view, one claimed site per agent, fruit valued at its energy ON ARRIVAL) + M3 straight search legs. Frozen scorer on the Mac, --procs 16/32, paired vs my own lin_map draws on the same seeds	lin_map 1306.3 se 71.9 (16 seeds 9000-9015); 1289.8 se 57.3 (32 seeds 9000-9031), p25 1147.3, >=1500 25%	all four ON 1225.7 (-80.5 se 56.5, 5/16) | W = M2+M3 only 1266.0 (-40.3 se 75.1, starve deaths 406 vs 310 = +31%) | R = M1+M4 only 1368.1 (+61.8 se 86.8, 8/16, median +194, >=1500 8/16 vs 4/16) on the selection block BUT -39.9 se 76.9 on fresh 9016-9031 -> pooled 32 seeds 1300.8 (+11.0 se 57.8, z 0.19, 17/32, p25 1064.6 vs 1147.3, min 519.8 vs 414.2, >=1500 38% vs 25%)	discard	SIM FACTS FIRST (verified, scratchpad/end/lifecheck.py): a fruit rots exactly 50 s after it spawns (grow(2*dt) advances age 2/s, removed above 100) so lin_map's fr_ttl=80 is 30 s too long; standing costs 1 energy/s (0.1 per STEP), walking 0.05 per requested px = 6 energy/s at 10 px/step; a tree's death test runs EVERY step with hazard ((age-50)/50)^2, so trees die at mean age 57.9 (p05 53.4, p95 62.5), never 100 - productive life (from age 20) is ~37 s, and a tree IN VIEW is alive by definition. One camped tree = 0.1 fruit/s = 2 energy/s harvested on sight vs 6 energy/s harvested ripe. RESULT: harvest discipline does what the economics predict (predator deaths -6%, starvation -4%, old-age deaths +4%, games >= 1500 25%->38%) but it buys the top half and sells the bottom half (p25 -83), so the mean is flat. MAP-DRIVEN RELOCATION IS CLOSED: even the disciplined version (only when no tree is in view, claimed sites, arrival-time valuation) costs -40 and +31% starvation - the fourth independent failure of that idea in this lane (surv3-map arm A, surv2-disperse BARREN EXIT and LATE DISPERSION). Next arm worth taking: defer only while rich (ripe_floor 140), which keeps the >=1500 gain and stops the poor games paying for it. Notes scratchpad/end/end_econ.md; jsons scratchpad/end/*.json
